fico_range_low,annual_inc,dti,loan_amnt,revol_bal,loan_status
750,140000.0,22.87,24000,36195,1
665,26832.0,29.34,2275,14485,1
670,60000.0,14.3,12000,13541,1
675,20000.0,20.65,5700,3094,0
675,100600.0,7.91,10000,4988,1
780,106500.0,18.21,24000,20860,1
670,25000.0,9.17,5500,7322,0
660,30000.0,21.88,6400,6227,1
765,118000.0,19.93,16000,6461,1
690,50000.0,32.53,4200,36316,1
750,150000.0,16.78,25000,18,1
675,40000.0,31.71,11000,26894,1
795,69800.0,39.75,10000,2170,0
670,27000.0,11.78,7000,8133,0
665,200000.0,16.7,15000,46371,1
705,42000.0,27.23,6400,9742,1
665,115000.0,5.28,14000,5705,0
680,56000.0,26.8,21600,37430,0
670,45000.0,15.28,18000,23084,1
690,51000.0,36.4,2000,48992,1
660,150000.0,20.83,35000,59761,1
730,100000.0,17.99,25000,21227,0
695,28717.71,39.66,4825,10518,1
660,102000.0,7.73,12000,3888,1
690,167000.0,17.89,4500,25401,1
670,55440.0,17.99,27650,27825,1
665,80000.0,13.63,3000,8678,1
700,56000.0,17.64,17500,14192,1
670,9624.0,32.92,3200,1625,0
675,80000.0,5.42,6000,8026,1
675,75000.0,18.1,10000,53081,1
700,44000.0,18.99,12000,12018,1
685,72000.0,15.17,10000,5819,1
750,135000.0,7.95,13000,15733,1
680,95000.0,15.92,11000,43402,1
685,62000.0,30.84,30000,18002,0
715,93000.0,29.23,20000,12195,0
705,93000.0,19.58,21000,27909,1
670,39000.0,10.31,6150,10011,1
725,175000.0,20.03,30000,34028,1
710,42000.0,31.63,16000,9979,0
700,125000.0,15.01,20400,5612,1
700,140000.0,13.56,24500,42517,0
765,73900.0,5.59,21000,7398,1
660,70000.0,18.12,18475,12349,1
720,75000.0,16.8,35000,5720,1
715,39000.0,22.34,2000,9353,1
660,70000.0,10.54,3600,6116,1
660,98000.0,11.98,2000,2658,1
800,90000.0,18.47,24000,8945,1
660,48000.0,23.45,15000,6639,1
680,57000.0,20.59,15050,8946,1
675,47437.0,19.12,18950,24646,0
725,65000.0,20.25,12800,25465,1
715,68000.0,22.06,13000,15738,1
680,40372.0,21.14,13000,12378,1
720,125000.0,34.43,35000,32465,1
710,125000.0,6.28,35000,6077,1
660,202000.0,4.7,16800,12094,1
730,55000.0,24.63,14400,9169,1
685,60000.0,11.88,12000,5982,1
680,75000.0,12.59,13000,11066,1
660,65000.0,23.5,19200,17488,1
680,35000.0,12.65,10000,3089,1
700,70000.0,21.53,16500,16571,1
740,160000.0,19.9,28000,116012,0
700,89000.0,29.75,18000,42361,1
695,168000.0,16.41,25000,20497,1
750,60000.0,0.66,3200,2667,1
660,30000.0,11.76,9600,8157,1
715,100800.0,32.32,26600,18215,1
680,100000.0,17.08,6000,28529,1
735,21000.0,4.86,5000,1809,1
680,80000.0,13.35,31000,37825,1
725,61000.0,16.27,10500,10599,1
700,65000.0,6.11,11000,8703,1
720,44720.0,12.16,10000,5154,1
665,63000.0,13.56,11000,12163,1
680,60000.0,27.22,15000,31823,1
700,30000.0,14.04,10000,12322,1
665,50000.0,15.89,14825,2468,0
765,115000.0,13.11,30000,30705,1
690,26000.0,22.02,4000,7892,1
710,55000.0,33.76,12800,13637,0
680,30000.0,11.92,1700,12466,1
725,110000.0,15.13,8500,10064,1
665,103000.0,23.86,15000,29971,1
670,65000.0,19.99,15000,7094,0
675,63000.0,14.55,20000,16890,1
670,39220.0,18.45,2000,3203,1
670,40000.0,24.11,13600,9978,0
715,180000.0,17.07,4000,6705,1
670,38000.0,9.73,13600,7742,1
660,68000.0,10.95,7000,2751,0
660,29516.0,29.36,1000,2915,0
690,60000.0,11.27,9000,7853,1
705,175000.0,16.9,28000,78398,1
665,65000.0,10.19,10000,4169,1
660,85000.0,8.06,8000,11048,1
705,93000.0,22.31,16000,21555,1
675,65000.0,23.32,25000,19269,1
725,65000.0,12.43,4375,4642,1
680,72000.0,15.6,15000,9307,0
685,41997.0,7.29,17625,8519,1
660,250000.0,9.21,3500,29206,1
720,105000.0,8.85,27500,9168,1
690,36400.0,28.84,7375,8591,1
685,106000.0,2.16,18000,6423,1
670,58000.0,30.35,13175,30322,0
675,56000.0,35.38,4000,9452,0
730,33000.0,25.64,12000,103,1
690,96000.0,27.05,12000,28605,1
690,32000.0,29.18,6000,10942,0
725,80000.0,9.3,5200,4917,1
680,47000.0,28.67,15000,32026,1
670,110000.0,14.63,5000,7833,1
690,75000.0,16.88,15000,11388,1
660,155000.0,11.07,7275,3733,1
765,60288.0,11.6,11000,10950,1
710,55000.0,17.67,4000,1454,1
665,110000.0,25.34,12000,14968,0
685,41000.0,5.71,7800,6666,1
750,39000.0,11.08,16000,2651,1
675,56785.0,16.76,16000,10326,1
685,47700.0,15.55,9600,4828,1
755,66000.0,28.35,15000,14953,1
690,60000.0,13.66,12000,16138,1
695,135000.0,9.59,12000,19502,1
705,37000.0,24.85,12000,7615,1
720,78000.0,23.18,5000,9162,1
670,117000.0,5.81,20000,16081,0
715,70000.0,29.58,19200,13291,1
705,178000.0,22.11,10000,26143,1
670,62205.0,21.9,16000,12602,1
725,68150.0,37.13,34025,80394,1
720,63000.0,15.49,2000,4295,1
830,207000.0,5.47,10000,6748,1
715,76000.0,21.87,20000,19012,1
665,52000.0,32.08,1000,8273,1
680,72000.0,22.79,13000,9722,1
665,48000.0,14.93,12000,14647,1
700,165000.0,32.62,25000,44463,1
710,73000.0,19.97,21000,23122,1
715,75000.0,4.22,2500,17432,1
690,115000.0,13.5,16000,4531,1
680,120000.0,25.66,25000,4856,1
665,23000.0,23.54,5000,10317,1
670,105000.0,15.13,12000,14930,1
775,43680.0,16.46,8000,1164,1
680,55000.0,25.83,18250,10061,0
665,65000.0,14.94,16000,14036,1
665,70000.0,11.37,15000,11413,1
765,45000.0,16.31,10000,911,0
715,50000.0,24.6,19250,30183,1
690,49000.0,15.92,17175,14730,0
670,86000.0,22.47,15000,6226,1
670,50000.0,9.05,12625,6207,1
675,85000.0,2.96,24000,8606,0
705,135000.0,24.44,35000,49998,1
705,57000.0,25.89,14000,13786,1
690,120000.0,18.38,11500,19774,0
845,140000.0,1.91,4000,210,1
725,70000.0,20.82,2000,160,0
680,146000.0,13.57,23400,16955,0
675,80000.0,18.23,25000,36705,0
685,38000.0,24.56,10875,4531,1
720,80000.0,15.71,30000,30244,1
765,45000.0,16.91,4500,4669,1
735,75000.0,22.06,19000,25219,1
665,22896.0,28.14,8225,12268,1
660,60000.0,11.32,20000,18481,1
670,34000.0,29.16,12125,4283,0
670,40000.0,27.87,12000,10453,0
720,79000.0,2.76,10000,1775,1
725,100000.0,10.0,20000,20776,1
675,110000.0,7.44,5000,29129,0
750,125000.0,30.23,15000,36022,1
670,72000.0,11.04,9800,7610,1
665,35000.0,14.27,2500,1507,0
680,80000.0,5.25,5300,1599,1
730,80000.0,12.81,21000,23633,1
670,54500.0,30.45,4000,42540,1
725,75000.0,22.26,27575,39361,1
715,58000.0,22.89,10000,13046,1
660,75000.0,6.66,10000,5291,1
695,19000.0,11.0,6075,6714,1
695,72000.0,36.03,8000,9839,1
670,110000.0,14.34,20000,3338,1
660,60000.0,21.62,10000,18557,1
670,60000.0,10.7,8500,18524,1
700,26000.0,9.1,7000,8989,1
740,87000.0,20.12,34000,34219,1
670,88000.0,7.43,15000,12628,1
665,44010.0,11.67,10000,9965,1
760,18662.0,23.57,5200,3577,1
695,100000.0,10.03,20000,17401,1
665,98000.0,16.94,7000,5790,1
690,52544.0,17.09,20800,10383,1
665,145000.0,33.35,35000,65649,0
740,102000.0,23.03,16000,3771,1
760,90000.0,12.7,10000,15411,1
665,65000.0,18.41,15200,11210,1
695,128000.0,18.44,32000,40549,0
700,65000.0,21.25,8000,5089,1
775,67100.0,19.27,8000,12547,1
690,28000.0,27.73,5000,7725,1
665,41700.0,9.73,10000,12934,1
665,101954.0,14.91,19200,3972,0
690,62400.0,22.93,16000,23733,1
660,52350.0,14.16,9925,15495,1
680,50000.0,8.53,16000,14021,1
700,33200.0,30.37,10000,8917,0
700,83000.0,16.82,25000,17518,1
835,180000.0,2.19,5000,1386,1
720,160000.0,8.78,35000,45338,0
670,9588.0,28.41,3250,4125,0
695,78000.0,25.65,15000,9290,0
695,20000.0,19.45,6000,8180,1
660,26000.0,29.69,9350,9827,1
690,144000.0,14.57,25000,7935,1
790,84000.0,10.64,10000,21603,1
765,90000.0,13.33,17000,18130,1
680,97000.0,28.19,16000,34117,0
700,45000.0,23.01,12000,9299,1
665,70000.0,14.47,12000,15781,1
665,53000.0,14.02,8400,8708,1
690,41000.0,19.7,4200,17052,1
670,91000.0,21.94,26000,23151,1
700,30000.0,17.32,7000,9468,1
680,69999.0,27.57,10000,9335,1
700,100000.0,26.04,24000,10456,1
715,48000.0,27.8,8000,15977,1
710,72000.0,22.72,35000,9239,0
670,90000.0,11.36,14000,5466,1
705,58000.0,14.63,11200,18178,1
785,50000.0,9.19,16000,14263,1
660,85000.0,20.15,24075,1895,1
735,82400.0,17.03,17500,27391,1
735,130000.0,4.39,10350,1593,0
745,93000.0,12.65,12500,6471,1
660,88000.0,22.95,33425,24038,0
680,22000.0,15.28,8300,8826,0
675,90000.0,11.65,24000,5583,0
770,30000.0,12.16,2000,0,1
690,100000.0,16.49,20800,25779,1
670,38000.0,33.92,11000,10210,0
665,120000.0,39.87,35000,42231,0
670,40000.0,24.57,7200,8947,1
715,30000.0,17.24,8500,8081,1
725,65000.0,1.55,5000,2635,1
765,60000.0,28.1,15125,2037,0
665,38000.0,15.48,12000,4415,1
730,28284.0,27.83,10000,10492,0
675,50000.0,27.32,5500,10168,0
695,45760.0,9.99,29400,12545,1
670,50000.0,22.35,10000,5173,1
675,70000.0,13.41,15000,3117,1
695,76000.0,18.35,32000,19426,1
670,248300.0,18.41,15600,38652,0
665,90000.0,12.8,10000,10858,1
675,85000.0,6.52,15000,19783,1
685,92000.0,21.77,15000,19826,0
680,44800.0,20.63,14800,6075,0
700,63000.0,15.35,24000,9213,1
675,47700.0,43.57,8400,36318,1
665,42000.0,31.51,12000,15165,0
715,121800.0,26.43,30000,29662,1
665,65000.0,15.73,15000,13112,0
690,39000.0,24.03,11000,13019,1
700,72000.0,27.47,10000,8342,1
680,56000.0,22.59,12000,16691,0
730,100000.0,17.46,25000,13971,1
715,100000.0,8.21,20000,6209,1
660,66000.0,14.35,7225,4542,1
710,91000.0,17.29,12500,20064,1
670,68000.0,25.26,14400,11725,1
745,75000.0,16.79,25000,37581,1
660,92000.0,5.69,5400,2989,1
705,79000.0,9.43,19200,9677,1
760,80000.0,13.44,30000,16753,1
670,20000.0,27.97,6000,3938,1
660,50000.0,20.92,6000,13103,1
675,65000.0,18.52,15500,16219,1
735,120000.0,24.71,10000,7490,0
685,30000.0,36.68,7500,14272,0
705,155000.0,10.55,12000,30091,1
710,15000.0,12.96,3600,2591,1
670,71250.0,10.21,18000,17301,1
675,60000.0,9.54,12000,6247,1
660,56700.0,14.22,19000,9835,1
665,50000.0,28.3,18000,10332,1
695,135000.0,31.08,30000,36689,1
685,41000.0,29.8,12000,9822,1
695,120000.0,18.86,25000,26491,1
705,62000.0,12.23,4725,3362,1
665,33000.0,14.33,7550,7038,1
670,135000.0,6.7,10000,7562,1
670,75000.0,20.25,18000,34307,1
675,31208.0,10.19,11000,10989,1
750,51167.0,22.57,4500,7230,1
690,52000.0,18.88,18000,17280,1
760,79500.0,16.54,12000,12137,1
685,140000.0,6.48,12000,2615,0
780,125000.0,21.19,30000,14056,1
680,20400.0,23.94,2400,7678,0
740,47000.0,32.81,16000,1661,1
695,74400.0,35.16,17225,37316,1
675,65000.0,3.67,4400,4416,1
665,209000.0,10.65,15000,30434,1
670,71000.0,33.06,24000,24791,1
685,50472.0,24.87,19200,10597,0
695,157000.0,10.53,16200,12040,1
810,40000.0,34.52,1500,1648,1
660,32136.0,19.72,16050,15385,0
725,77000.0,21.96,25000,21396,1
730,49000.0,18.64,12000,9873,1
660,35000.0,32.78,8100,20452,1
695,56000.0,33.67,3100,2605,1
715,32000.0,32.56,2200,5286,1
735,130000.0,19.89,10000,82532,1
680,44000.0,24.06,11575,18883,1
730,290000.0,4.14,12000,25201,1
695,140000.0,26.32,35000,43856,0
795,65000.0,14.44,14000,1443,1
790,41600.0,39.84,11200,6024,1
660,46000.0,23.29,3200,14326,1
680,80000.0,7.62,15000,22885,1
670,130000.0,20.08,35000,11902,1
715,100000.0,13.45,20000,48310,1
680,41200.0,9.15,12800,6749,1
715,45000.0,19.11,20000,25413,1
710,117000.0,17.82,28000,40116,1
730,43000.0,13.79,12000,17779,1
705,50000.0,4.27,8275,5015,1
685,63000.0,10.75,13325,2429,1
765,85000.0,15.67,5000,26997,1
710,46986.0,31.14,12800,20178,1
695,32000.0,7.46,10000,9950,1
660,42660.0,17.67,13575,0,0
690,105000.0,11.69,24000,17838,1
690,52167.0,25.65,20775,8429,0
725,73242.0,19.91,20000,42468,1
670,175000.0,19.09,12000,4116,1
740,185000.0,23.74,32000,27407,1
745,90500.0,13.14,14000,15317,1
710,85000.0,10.46,24000,18826,0
660,32000.0,25.54,3200,4816,1
755,60000.0,11.46,10000,10996,1
675,90000.0,31.35,35000,22914,0
690,68900.0,12.4,9600,2736,1
670,87000.0,11.74,7000,3238,1
690,55156.0,24.93,8000,10333,1
665,75000.0,12.46,10000,6826,1
715,215000.0,21.15,21600,76439,1
670,52000.0,8.75,7200,11524,1
735,125000.0,17.85,20000,65990,1
670,39000.0,25.75,19475,7434,0
665,42000.0,36.34,15000,20967,0
670,14000.0,23.16,4000,5305,0
720,82000.0,23.85,28000,98489,1
690,70000.0,22.1,24000,39945,1
660,81000.0,9.04,5000,5668,1
690,70000.0,19.9,7000,8615,1
700,63000.0,25.6,18000,18428,1
735,29000.0,27.9,7000,3838,1
665,65000.0,9.27,10000,13975,1
690,63000.0,19.68,6000,10967,1
770,50000.0,10.97,15000,0,1
660,150000.0,10.76,23000,25941,0
730,30000.0,27.24,10500,9333,0
700,60000.0,29.5,5375,43282,1
705,130000.0,16.85,2000,14176,1
665,90000.0,7.97,4800,937,1
685,165000.0,7.4,40000,11251,1
660,20000.0,6.18,6775,4611,1
705,50000.0,10.06,7000,4032,1
665,65000.0,5.56,10000,5245,1
730,78000.0,15.72,30000,29179,1
680,31000.0,16.03,14250,30344,1
680,50000.0,10.68,5000,5184,1
670,31200.0,20.69,10000,11056,1
665,65000.0,24.86,25600,8898,1
720,30000.0,4.6,3000,835,1
690,65000.0,28.64,15000,11028,1
685,100000.0,24.44,10000,10560,1
680,200000.0,19.02,24000,41628,1
700,65000.0,28.58,16000,23171,1
690,95000.0,8.04,3600,13943,1
660,60000.0,15.34,6425,1381,1
660,40000.0,12.27,13600,15944,1
670,90000.0,30.22,7000,14495,1
725,78000.0,24.89,5000,11425,1
710,35865.0,31.43,10325,7143,1
720,85000.0,32.35,2525,34980,1
750,55000.0,22.89,4800,20188,1
690,50000.0,28.25,4000,4335,1
710,108000.0,4.88,20000,18897,1
820,35000.0,8.33,3000,2171,1
730,115000.0,22.19,22000,23350,1
665,87000.0,17.28,31700,14084,1
675,54697.0,25.6,5600,15831,1
670,90000.0,18.08,15000,45425,1
670,90000.0,25.72,20000,19962,0
675,40000.0,4.35,5000,4919,1
750,77000.0,8.02,15000,7915,1
665,26000.0,41.45,12000,3577,0
695,58500.0,12.43,16000,12956,1
800,225000.0,12.45,28000,7830,1
700,40000.0,14.05,7000,10703,1
705,72500.0,15.99,16000,22056,1
710,174000.0,17.34,27000,87526,1
680,65000.0,15.7,24000,24105,1
660,84000.0,9.11,7600,15169,1
695,50500.0,19.8,10000,7757,1
785,140000.0,7.9,35000,9520,0
705,75000.0,8.18,8000,6221,1
745,85000.0,8.67,21000,23677,1
665,65000.0,11.65,9000,13243,1
740,100000.0,18.04,15000,21520,1
670,76000.0,3.58,4000,6183,1
695,80000.0,24.47,12000,10913,1
660,50000.0,20.69,10500,3812,0
685,65000.0,13.98,17000,26093,1
660,55000.0,25.94,7200,5639,1
755,35000.0,25.72,13600,8337,1
725,80000.0,17.58,20000,11027,1
695,160000.0,19.16,24000,24714,1
715,106000.0,15.18,35000,29591,1
670,70000.0,29.3,2400,25051,1
665,52000.0,14.08,9600,7386,1
705,200000.0,7.7,35000,38861,1
680,52000.0,13.55,7000,14162,1
700,110000.0,19.43,23000,21647,1
695,32100.0,37.42,1000,3813,1
695,91000.0,22.44,28000,29199,1
690,52000.0,11.15,3125,4517,1
675,78000.0,11.82,35000,31674,0
705,70000.0,13.69,7200,17781,1
660,50000.0,12.41,20000,15470,1
680,100000.0,10.1,27000,6813,1
670,42307.0,10.18,4800,3505,1
790,100000.0,16.2,26400,6884,1
675,55000.0,21.71,7200,5972,1
710,110000.0,27.7,28000,35871,0
665,95000.0,12.86,11000,8764,0
690,35124.0,29.34,10000,2072,0
720,70000.0,18.29,25000,22038,1
710,38000.0,12.91,14000,9966,1
665,120000.0,37.56,16000,31949,1
680,59276.0,32.44,10000,101653,1
670,35000.0,4.22,3000,3222,1
715,65000.0,23.97,11000,13025,1
690,100064.0,19.18,25000,17372,1
675,40000.0,25.42,10000,7124,1
715,68000.0,26.33,9600,9548,1
710,27350.0,34.75,12025,20062,1
670,226000.0,1.67,29325,4238,0
680,98000.0,7.23,18400,25155,1
705,85000.0,29.39,25000,36765,1
660,68000.0,22.65,4000,13222,1
685,50000.0,26.86,20000,47330,1
725,47000.0,25.41,12000,7117,1
660,110000.0,14.22,4000,6021,1
700,137000.0,22.35,15000,106417,1
695,31000.0,18.51,13625,15988,1
685,160000.0,13.46,24000,88239,1
665,94700.0,15.89,18000,26855,1
705,90000.0,1.15,9350,3039,1
780,85000.0,30.75,21000,21887,1
705,72000.0,9.07,16000,11515,1
715,100000.0,10.1,16000,17820,1
675,89000.0,13.34,24000,48614,0
670,60000.0,9.4,18000,17551,1
695,112000.0,35.71,40000,90495,0
695,36000.0,12.27,13000,10804,1
745,60000.0,28.66,20000,37653,1
665,42000.0,6.83,9000,5459,1
685,58000.0,26.86,19675,27702,0
725,54000.0,23.36,17500,16630,1
680,99296.0,18.95,20000,27982,1
705,125000.0,11.55,35000,34437,1
680,500000.0,8.61,35000,17973,1
705,53000.0,8.06,9000,13162,1
665,88000.0,15.3,10000,1939,1
730,73000.0,21.17,25000,11488,1
675,65000.0,28.93,20975,25823,1
670,87000.0,8.95,13575,7116,0
680,105000.0,13.83,25000,29915,1
670,47250.0,15.37,14150,2810,1
660,46000.0,7.25,4500,2385,1
660,70000.0,12.13,15000,10275,1
705,43000.0,17.69,15000,9221,0
695,38000.0,28.86,13625,21829,0
665,55000.0,4.06,7200,5193,1
670,60000.0,23.04,20000,18217,1
690,20000.0,19.15,5000,4763,1
710,156000.0,21.29,35000,82840,0
660,80000.0,2.54,7000,3867,1
670,55000.0,11.22,20000,13290,1
665,27360.0,13.51,2000,5748,1
660,100000.0,15.66,10000,3958,1
700,60000.0,36.16,22075,28462,0
660,120000.0,4.33,20000,15858,1
680,40000.0,27.18,4000,2603,1
755,144000.0,16.93,11100,24545,1
665,70056.0,21.89,29175,8244,1
715,127000.0,26.6,21500,38367,1
715,88250.0,12.93,12000,7495,1
720,86000.0,13.17,12500,6206,1
735,78000.0,16.69,24000,27731,1
675,110000.0,6.92,15000,15039,1
675,120000.0,13.31,28000,16046,1
680,92500.0,23.88,24000,6529,1
750,106000.0,7.84,3200,882,1
680,56791.0,27.3,20000,13203,1
675,136000.0,30.35,35000,48246,0
710,151000.0,15.26,35000,60745,1
680,218000.0,12.93,33000,4790,1
680,30000.0,6.64,5525,5302,1
670,55000.0,16.23,6000,6037,0
700,80000.0,13.28,18575,3263,1
670,79000.0,31.72,35000,25984,1
665,60000.0,23.28,27000,6816,1
690,55000.0,18.5,14000,11366,1
660,126000.0,8.57,4450,3740,1
665,85000.0,20.63,10000,5978,1
685,75000.0,1.34,3975,5699,1
745,20000.0,16.99,6000,8517,1
740,240000.0,15.05,25000,66939,1
670,30000.0,25.72,10000,14004,1
660,46000.0,34.41,15000,10016,0
680,83378.0,16.16,20000,10058,1
735,60000.0,32.22,10000,7600,1
660,28000.0,13.97,5000,7490,1
715,62000.0,26.85,15000,10508,1
670,40000.0,32.43,10000,8063,1
660,35000.0,23.56,8975,9260,1
665,50000.0,22.3,10000,14520,0
675,45000.0,20.02,8000,4738,1
665,88000.0,11.4,22550,3690,1
730,30000.0,3.24,5000,2556,1
670,41000.0,9.0,12000,9289,1
695,55000.0,22.26,16000,12393,1
695,50000.0,24.08,13000,14678,0
680,108000.0,10.68,13250,3602,1
705,82000.0,10.77,6000,16504,1
675,35000.0,15.74,1200,14486,1
665,130000.0,12.61,9000,5611,0
705,45000.0,37.86,11000,25571,1
695,62000.0,29.11,20000,8743,0
685,115000.0,6.62,25000,19153,1
680,70000.0,13.48,12000,11005,1
675,52000.0,27.65,18700,27063,1
660,85000.0,3.83,9225,5065,1
685,39520.0,27.15,2000,8779,1
685,60000.0,24.21,16000,19359,1
665,100000.0,26.43,21000,11889,1
670,52000.0,31.36,16000,21715,1
660,39800.0,31.69,4500,11781,1
685,60000.0,14.9,3000,11049,0
670,19443.48,34.81,7350,17036,1
670,50000.0,18.22,8000,10928,1
660,150000.0,17.68,35000,107879,1
670,55000.0,29.3,9100,1176,0
680,62000.0,33.26,14400,29464,1
685,55000.0,14.6,12400,12569,1
685,103000.0,9.25,26000,10822,1
660,50000.0,23.91,10500,6376,1
680,57000.0,20.06,10000,10582,1
715,120000.0,11.74,25000,18408,1
760,77000.0,26.32,19500,9512,1
680,120000.0,19.82,25475,6601,0
690,95100.0,17.09,15000,21150,1
710,63000.0,10.72,16000,11228,1
720,64000.0,9.11,9000,2978,1
660,65000.0,20.42,12000,14890,1
665,23000.0,21.71,2500,3200,1
675,22000.0,3.11,3500,735,1
690,45000.0,37.79,18000,13294,1
665,74000.0,17.27,2500,2625,1
700,83200.0,19.09,30000,20316,1
685,40000.0,8.07,10275,3291,1
660,62000.0,26.13,7200,6135,0
660,30000.0,9.68,6000,7259,1
680,142500.0,23.47,22825,48500,1
680,25000.0,34.13,1200,7935,1
760,52000.0,27.01,24950,21627,1
670,69000.0,4.3,12500,7534,1
765,90000.0,11.5,21000,21168,1
765,100000.0,21.07,35000,11900,1
695,62000.0,19.13,28500,23975,1
790,79000.0,25.57,25000,2594,0
670,44000.0,36.06,14000,12234,1
700,75000.0,23.63,15000,34703,1
700,30000.0,10.84,8400,7709,1
660,58000.0,14.79,5000,509,1
665,98000.0,18.01,20000,18829,1
675,62000.0,17.39,12000,9077,1
710,50000.0,17.57,8000,11040,1
675,62000.0,29.0,15000,18541,1
725,101000.0,11.63,15000,13647,1
690,48000.0,16.5,14400,15745,1
675,33000.0,7.09,2975,3620,1
680,87000.0,25.03,20000,25219,0
670,50000.0,32.26,7000,19207,0
695,46000.0,25.96,7000,16638,0
700,70000.0,24.43,32000,30721,1
660,49000.0,12.2,8225,3627,1
660,110000.0,14.23,7000,76,1
670,81000.0,10.0,7500,6070,1
700,60000.0,12.65,7000,5947,1
775,120000.0,16.07,14000,51392,1
675,71000.0,24.87,12000,23261,1
695,99000.0,16.46,28000,45091,1
680,35000.0,7.58,7000,4514,1
670,54000.0,30.31,16300,19308,0
665,84000.0,4.14,4000,5561,1
675,45000.0,21.98,6000,8228,1
680,80000.0,29.82,10000,21911,1
665,40000.0,1.8,18400,3929,1
685,175000.0,21.32,18000,16556,1
680,68000.0,24.18,14825,2522,1
685,45000.0,18.91,22500,12222,1
665,40000.0,22.83,1000,10998,1
695,28000.0,8.69,10000,9786,1
670,62500.0,10.43,4275,1670,0
685,67000.0,21.83,20000,14327,0
660,85000.0,12.3,28000,36396,0
690,42000.0,11.31,12000,10543,0
665,60000.0,13.92,8000,4918,1
700,45000.0,33.39,19725,24713,1
680,231084.0,7.2,12600,18936,1
715,61800.0,26.92,14000,29351,1
680,55000.0,8.83,9600,9755,1
695,106600.0,27.7,23000,11697,1
730,52130.0,39.14,20150,22602,0
690,200000.0,16.72,35000,72269,1
690,187000.0,21.79,28000,78405,1
705,26500.0,20.39,9000,389,1
695,58000.0,39.35,4800,36413,0
660,58000.0,14.22,6225,4802,0
700,118000.0,22.83,19000,18912,1
685,100000.0,11.29,13000,37924,1
705,100000.0,12.2,32000,29383,1
680,90000.0,18.16,22000,14559,1
660,100000.0,4.33,15000,10599,1
670,130000.0,13.0,30000,7327,1
725,275000.0,5.04,40000,26044,1
675,43000.0,12.53,10000,8548,1
735,25000.0,21.03,2000,2039,1
715,130000.0,33.81,24000,22729,1
715,66000.0,25.67,20000,27769,0
705,97850.0,16.72,25000,34392,1
670,47000.0,9.7,5425,7983,1
670,140671.0,10.47,4300,5660,1
675,96000.0,23.82,21000,40788,1
670,45000.0,29.28,7000,5828,1
695,40000.0,13.26,1950,5973,1
665,50000.0,10.95,16000,13122,1
720,100000.0,29.39,40000,34900,1
690,47000.0,10.01,8500,6313,1
695,95000.0,27.29,16000,8070,1
690,36000.0,21.2,9050,8772,1
675,85000.0,37.0,20000,16422,1
730,98000.0,27.29,30000,11837,1
690,89000.0,20.6,14000,16193,1
675,25000.0,30.15,8500,8371,1
660,33000.0,26.11,5000,6521,1
720,55000.0,31.92,4225,9953,1
695,66570.0,13.7,12000,11187,1
675,17680.0,8.08,5500,5129,1
745,120000.0,13.79,17000,34090,1
680,31200.0,21.23,2400,9380,1
685,127000.0,11.58,25000,29356,1
735,115000.0,8.37,9000,3,0
675,22000.0,20.84,5000,7833,1
670,55000.0,11.33,9000,4812,1
700,105000.0,9.23,35000,7460,0
660,36500.0,18.65,6000,7092,1
710,32000.0,25.24,10000,10281,1
670,59000.0,16.25,12000,12015,1
720,125000.0,19.69,32000,37293,1
710,130000.0,6.98,25000,20756,1
685,29350.0,29.16,4450,9926,1
660,55000.0,4.25,17300,5091,1
670,82000.0,37.7,16000,25730,1
685,85000.0,22.32,4800,8966,1
715,94203.0,14.96,20000,10460,1
685,94200.0,25.67,24000,24432,1
670,70000.0,16.34,3000,732,0
675,78000.0,30.38,20000,39844,1
710,85000.0,8.98,18000,30995,1
670,42000.0,26.89,3000,17952,1
695,37000.0,15.5,9000,22591,1
700,85000.0,25.91,32350,16502,1
785,32000.0,21.02,5600,2362,0
680,80000.0,20.58,20000,20541,1
780,45000.0,21.97,8000,822,1
675,55515.0,12.02,10800,7881,1
730,128000.0,11.46,10500,5501,1
705,90000.0,23.49,16000,15741,1
685,78221.31,22.02,20400,1644,1
685,25000.0,19.3,5000,5799,1
685,40000.0,32.49,12100,7603,0
660,65000.0,8.68,15000,18821,1
665,65000.0,12.76,7800,7234,1
730,70000.0,24.76,8000,29520,1
705,75000.0,12.21,12000,2622,1
660,45000.0,7.09,6400,6015,1
680,16080.0,39.63,1225,6726,1
